id,age,income,home_ownership,emplyment_length,loan_intent,loan_amount,loan_interest_rate,loan_income_ratio,payment_default_on_file,credit_history_length,loan_approval_status,max_allowed_loan
30566,25,57600,MORTGAGE,8,EDUCATION,23700,10.62,0.39,N,2,0,48262
14154,28,42000,RENT,6,MEDICAL,10500,8.49,0.25,N,8,0,48271
8133,22,53000,RENT,2,VENTURE,10000,12.53,0.19,N,2,0,48278
23653,22,53000,MORTGAGE,1,PERSONAL,10000,9.62,0.19,N,3,0,48278
24122,22,53000,MORTGAGE,5,DEBTCONSOLIDATION,10000,14.72,0.19,Y,3,0,48278
27196,22,53000,RENT,0,EDUCATION,10000,13.22,0.19,N,4,0,48278
31777,22,53000,RENT,6,MEDICAL,10000,10.95,0.19,N,4,0,48278
36347,22,53000,MORTGAGE,5,PERSONAL,10000,6.99,0.19,N,4,0,48278
38017,22,53000,RENT,2,MEDICAL,10000,7.88,0.19,N,4,0,48278
57347,22,53004,MORTGAGE,6,EDUCATION,10000,11.86,0.19,N,4,0,48282
35058,25,42000,RENT,1,VENTURE,4200,7.9,0.1,N,3,0,48284
6904,22,48000,RENT,5,PERSONAL,4500,10.62,0.09,N,4,0,48285
33321,22,48000,RENT,0,DEBTCONSOLIDATION,4500,11.71,0.09,N,4,0,48285
51714,22,48000,RENT,7,MEDICAL,4500,7.88,0.1,N,3,0,48285
12457,27,38000,RENT,5,PERSONAL,3000,10.37,0.08,N,9,0,48285
14947,27,38000,RENT,4,VENTURE,3000,8.49,0.08,N,9,0,48285
34418,27,38000,OWN,3,PERSONAL,3000,11.58,0.08,N,5,0,48285
49369,27,38000,RENT,0,PERSONAL,3000,8.9,0.08,N,10,0,48285
49929,27,38000,MORTGAGE,11,PERSONAL,3000,13.49,0.08,N,5,0,48285
16007,26,41004,MORTGAGE,5,VENTURE,5000,12.73,0.12,N,3,0,48287
29601,26,41004,RENT,5,PERSONAL,5000,15.28,0.12,N,4,0,48287
2991,24,42000,RENT,2,PERSONAL,2100,5.42,0.05,N,3,0,48289
30699,33,30000,RENT,2,EDUCATION,1200,12.21,0.04,N,5,0,48289
41997,26,46400,MORTGAGE,0,EDUCATION,12000,7.49,0.26,N,4,0,48292
27113,27,43200,RENT,4,EDUCATION,10000,14.26,0.23,Y,6,0,48293
53538,27,43200,OWN,2,PERSONAL,10000,16.77,0.23,Y,10,0,48293
1215,44,30000,OWN,3,EDUCATION,4500,11.71,0.15,N,15,0,48293
3744,23,48100,MORTGAGE,2,VENTURE,7000,7.74,0.14,N,4,0,48296
30046,28,38100,RENT,6,DEBTCONSOLIDATION,5000,7.14,0.13,N,5,0,48320
10204,27,38400,RENT,7,MEDICAL,3500,11.71,0.09,N,5,0,48324
28385,27,38400,RENT,9,EDUCATION,3500,9.32,0.09,N,10,0,48324
30022,27,38400,RENT,3,EDUCATION,3500,11.86,0.09,N,10,0,48324
32605,27,38400,RENT,7,EDUCATION,3500,10.59,0.09,N,8,0,48324
43295,23,48996,MORTGAGE,7,EDUCATION,8000,14.11,0.16,Y,4,0,48325
19576,27,41000,MORTGAGE,11,DEBTCONSOLIDATION,7000,7.9,0.17,N,10,0,48327
6565,27,39516,RENT,0,MEDICAL,5000,7.74,0.13,N,5,0,48328
7567,24,52800,RENT,8,EDUCATION,15000,13.11,0.28,N,3,0,48331
28587,22,48500,RENT,6,DEBTCONSOLIDATION,5000,14.26,0.1,Y,3,0,48334
39753,23,50400,MORTGAGE,3,EDUCATION,9600,7.51,0.19,N,2,0,48337
57592,23,50400,OWN,2,PERSONAL,9600,8.94,0.19,N,4,0,48337
1724,21,55200,MORTGAGE,3,DEBTCONSOLIDATION,9600,11.99,0.17,N,4,0,48339
19281,25,50000,RENT,9,PERSONAL,14125,13.49,0.29,N,4,0,48345
24143,24,48645,RENT,6,PERSONAL,10000,14.91,0.2,N,2,0,48350
16194,22,45600,OWN,6,VENTURE,1800,13.48,0.04,N,2,0,48351
34937,23,48152,MORTGAGE,7,VENTURE,7000,7.49,0.15,N,4,0,48356
32389,24,57000,MORTGAGE,8,HOMEIMPROVEMENT,20000,7.9,0.35,N,2,0,48366
47834,24,57000,MORTGAGE,4,EDUCATION,20000,14.96,0.35,Y,2,0,48366
8441,24,51996,MORTGAGE,2,MEDICAL,14000,8.49,0.27,N,3,0,48367
40303,24,46992,RENT,8,MEDICAL,8000,5.79,0.16,N,4,0,48369
54026,26,48000,RENT,10,PERSONAL,14000,12.69,0.29,N,4,0,48369
21396,23,56000,OWN,4,VENTURE,16000,16.32,0.29,Y,3,0,48371
21023,24,52000,RENT,8,MEDICAL,14000,6.91,0.27,N,3,0,48372
23822,24,52000,RENT,0,EDUCATION,14000,11.89,0.27,N,3,0,48372
4545,29,40000,MORTGAGE,13,HOMEIMPROVEMENT,9600,6.91,0.24,N,9,0,48372
19490,34,32000,OWN,2,MEDICAL,6000,5.99,0.19,N,7,0,48374
23634,34,32000,RENT,0,MEDICAL,6000,9.63,0.19,N,5,0,48374
6625,32,34000,RENT,7,EDUCATION,6000,12.42,0.18,N,8,0,48375
16522,32,34000,RENT,1,DEBTCONSOLIDATION,6000,5.42,0.18,N,7,0,48375
2794,22,54000,MORTGAGE,6,DEBTCONSOLIDATION,11000,12.42,0.2,N,4,0,48377
11726,22,54000,RENT,6,EDUCATION,11000,12.23,0.2,Y,4,0,48377
37778,22,54000,RENT,6,VENTURE,11000,7.49,0.2,N,2,0,48377
45761,26,43000,RENT,10,PERSONAL,7500,7.51,0.18,N,4,0,48377
17151,27,44004,RENT,7,DEBTCONSOLIDATION,11000,13.79,0.25,N,7,0,48377
43733,30,36000,RENT,9,PERSONAL,5600,7.14,0.16,N,9,0,48378
11718,28,38500,RENT,3,MEDICAL,5500,14.22,0.14,N,6,0,48379
15355,27,40000,OWN,2,VENTURE,5600,13.49,0.14,N,7,0,48380
43752,26,40000,RENT,4,PERSONAL,3600,6.99,0.09,N,4,0,48384
46842,26,40000,RENT,2,EDUCATION,3600,6.92,0.09,N,3,0,48384
1043,28,36000,MORTGAGE,4,VENTURE,2000,8.49,0.06,N,9,0,48387
19065,22,53100,MORTGAGE,6,PERSONAL,10000,14.96,0.18,N,4,0,48388
4553,24,42000,RENT,1,PERSONAL,2000,12.23,0.05,Y,2,0,48389
11104,24,42000,RENT,1,MEDICAL,2000,11.97,0.05,Y,2,0,48389
27502,24,42000,RENT,0,DEBTCONSOLIDATION,2000,10.25,0.05,N,3,0,48389
33661,24,42000,RENT,2,MEDICAL,2000,12.53,0.05,N,4,0,48389
55662,31,32000,MORTGAGE,3,HOMEIMPROVEMENT,1200,7.68,0.04,N,10,0,48389
14652,25,40000,RENT,5,MEDICAL,1600,11.86,0.04,N,2,0,48390
10551,21,60400,OWN,5,VENTURE,15000,14.26,0.25,Y,4,0,48394
49898,27,43288,RENT,3,MEDICAL,10000,6.03,0.23,N,9,0,48412
58200,27,47000,MORTGAGE,11,VENTURE,15000,10.99,0.32,N,7,0,48417
36511,53,33600,OWN,0,PERSONAL,5000,13.99,0.15,Y,22,0,48421
18467,22,50400,MORTGAGE,6,DEBTCONSOLIDATION,7000,8.32,0.14,N,2,0,48422
25338,27,43000,RENT,2,DEBTCONSOLIDATION,9600,9.32,0.22,N,9,0,48424
31863,33,33000,OWN,2,MEDICAL,6000,16.49,0.18,Y,7,0,48424
33674,23,45996,MORTGAGE,2,PERSONAL,4450,13.79,0.1,N,4,0,48430
36507,35,36000,MORTGAGE,2,DEBTCONSOLIDATION,14500,10.25,0.4,N,7,0,48458
41322,58,33600,RENT,0,VENTURE,10000,5.79,0.29,N,28,0,48460
39174,29,45000,MORTGAGE,13,VENTURE,16750,7.88,0.37,N,10,0,48462
52298,26,39600,MORTGAGE,8,MEDICAL,3000,5.42,0.08,N,4,0,48466
36451,21,70000,MORTGAGE,5,EDUCATION,25000,11.71,0.35,N,2,0,48467
16814,25,50000,RENT,0,MEDICAL,14000,13.49,0.29,Y,3,0,48470
36911,25,50000,MORTGAGE,3,DEBTCONSOLIDATION,14000,12.61,0.28,N,4,0,48470
39246,25,50000,RENT,10,VENTURE,14000,9.63,0.28,N,3,0,48470
48404,25,50000,RENT,1,HOMEIMPROVEMENT,14000,10,0.28,N,3,0,48470
47203,30,39000,RENT,14,DEBTCONSOLIDATION,10000,6.54,0.25,N,8,0,48470
27449,22,60000,MORTGAGE,6,DEBTCONSOLIDATION,17500,6.54,0.29,N,4,0,48471
54715,22,60000,RENT,2,EDUCATION,17500,7.9,0.29,N,3,0,48471
55701,22,60000,RENT,6,EDUCATION,17500,7.88,0.29,N,4,0,48471
41417,43,34000,RENT,1,DEBTCONSOLIDATION,10000,12.87,0.29,Y,16,0,48471
15738,22,54996,OWN,0,EDUCATION,12000,13.57,0.22,N,2,0,48472
53775,24,50000,RENT,2,PERSONAL,11500,10.91,0.23,Y,3,0,48474
1604,26,45000,RENT,5,MEDICAL,10000,6.54,0.22,N,2,0,48474
2606,26,45000,MORTGAGE,10,HOMEIMPROVEMENT,10000,10.99,0.22,N,2,0,48474
9021,26,45000,RENT,0,EDUCATION,10000,6.54,0.22,N,2,0,48474
14007,26,45000,RENT,1,VENTURE,10000,7.51,0.22,N,4,0,48474
14692,26,45000,RENT,2,DEBTCONSOLIDATION,10000,9.32,0.22,N,2,0,48474
18423,26,45000,MORTGAGE,8,PERSONAL,10000,12.87,0.22,Y,4,0,48474
21323,26,45000,MORTGAGE,10,MEDICAL,10000,10.59,0.22,N,4,0,48474
28198,26,45000,RENT,4,PERSONAL,10000,7.51,0.22,N,3,0,48474
29463,26,45000,MORTGAGE,1,DEBTCONSOLIDATION,10000,7.66,0.22,N,4,0,48474
31587,26,45000,MORTGAGE,3,HOMEIMPROVEMENT,10000,10.99,0.22,N,2,0,48474
35748,26,45000,RENT,2,DEBTCONSOLIDATION,10000,10.65,0.22,N,4,0,48474
37036,26,45000,MORTGAGE,4,VENTURE,10000,7.51,0.22,N,2,0,48474
39099,26,45000,MORTGAGE,4,HOMEIMPROVEMENT,10000,12.99,0.22,Y,3,0,48474
39199,26,45000,MORTGAGE,2,EDUCATION,10000,11.83,0.22,N,4,0,48474
40588,26,45000,RENT,5,PERSONAL,10000,10.65,0.22,N,4,0,48474
43291,26,45000,RENT,4,EDUCATION,10000,13.06,0.22,Y,4,0,48474
44997,26,45000,RENT,2,MEDICAL,10000,7.88,0.22,N,3,0,48474
52017,26,45000,RENT,1,PERSONAL,10000,9.91,0.22,N,2,0,48474
55474,26,45000,MORTGAGE,8,HOMEIMPROVEMENT,10000,14.65,0.22,N,4,0,48474
58365,26,45000,RENT,3,HOMEIMPROVEMENT,10000,10.37,0.22,N,2,0,48474
50297,30,37000,RENT,2,EDUCATION,7000,10.36,0.19,N,9,0,48475
5379,22,55000,MORTGAGE,7,EDUCATION,12000,7.88,0.22,N,4,0,48476
11748,22,55000,MORTGAGE,2,DEBTCONSOLIDATION,12000,11.14,0.22,N,4,0,48476
12221,22,55000,RENT,6,MEDICAL,12000,12.61,0.22,N,3,0,48476
14026,22,55000,RENT,6,PERSONAL,12000,7.29,0.22,N,2,0,48476
15492,22,55000,RENT,6,EDUCATION,12000,11.71,0.22,N,4,0,48476
15523,22,55000,MORTGAGE,6,PERSONAL,12000,13.11,0.22,N,3,0,48476
19517,22,55000,RENT,0,EDUCATION,12000,7.29,0.22,N,4,0,48476
30497,22,55000,MORTGAGE,6,VENTURE,12000,10.99,0.22,N,2,0,48476
33523,22,55000,MORTGAGE,3,MEDICAL,12000,7.51,0.22,N,2,0,48476
43076,22,55000,RENT,5,PERSONAL,12000,11.89,0.22,N,2,0,48476
47920,22,55000,RENT,3,EDUCATION,12000,13.11,0.22,Y,4,0,48476
56757,22,55000,RENT,6,DEBTCONSOLIDATION,12000,14.27,0.22,Y,4,0,48476
3236,28,40000,MORTGAGE,12,EDUCATION,7500,8,0.19,N,7,0,48476
5954,28,40000,RENT,0,VENTURE,7500,12.84,0.19,N,10,0,48476
26248,28,40000,RENT,9,MEDICAL,7500,14.27,0.19,Y,5,0,48476
5359,23,50000,OWN,0,MEDICAL,9000,8.94,0.18,N,4,0,48478
6399,23,50000,MORTGAGE,7,VENTURE,9000,6.62,0.18,N,2,0,48478
11401,23,50000,MORTGAGE,1,EDUCATION,9000,11.14,0.18,N,4,0,48478
34939,23,50000,RENT,0,EDUCATION,9000,13.57,0.18,N,2,0,48478
40443,23,50000,MORTGAGE,4,VENTURE,9000,7.88,0.18,N,3,0,48478
48449,23,50000,MORTGAGE,7,EDUCATION,9000,19.47,0.18,Y,3,0,48478
52707,23,50000,RENT,1,VENTURE,9000,10.37,0.18,N,2,0,48478
56108,23,50000,RENT,0,PERSONAL,9000,7.14,0.18,N,3,0,48478
43923,30,36000,RENT,3,PERSONAL,5500,7.51,0.15,N,10,0,48478
12127,35,30000,OWN,3,VENTURE,4000,7.49,0.13,N,5,0,48478
36909,35,30000,RENT,0,MEDICAL,4000,13.72,0.13,Y,9,0,48478
46868,35,30000,RENT,5,MEDICAL,4000,16.32,0.13,N,5,0,48478
18523,25,44000,RENT,9,DEBTCONSOLIDATION,6500,12.09,0.15,N,4,0,48480
9833,22,50000,MORTGAGE,6,VENTURE,6500,10.99,0.14,N,3,0,48482
16138,22,50000,MORTGAGE,1,DEBTCONSOLIDATION,6500,6.17,0.13,N,2,0,48482
30656,22,50000,RENT,4,EDUCATION,6500,7.51,0.13,N,2,0,48482
43175,22,50000,MORTGAGE,5,DEBTCONSOLIDATION,6500,11.26,0.13,N,4,0,48482
50087,22,50000,MORTGAGE,6,MEDICAL,6500,6.03,0.13,N,4,0,48482
54139,22,50000,MORTGAGE,4,VENTURE,6500,11.99,0.13,N,3,0,48482
55063,22,50000,MORTGAGE,0,EDUCATION,6500,7.29,0.13,N,3,0,48482
17733,24,45000,MORTGAGE,8,HOMEIMPROVEMENT,5500,7.51,0.12,N,4,0,48482
44175,41,35665,RENT,2,PERSONAL,10000,7.66,0.28,N,14,0,48482
4092,25,42000,MORTGAGE,5,DEBTCONSOLIDATION,4000,7.4,0.1,N,4,0,48484
21566,25,42000,RENT,4,MEDICAL,4000,12.42,0.1,N,3,0,48484
21376,26,40000,RENT,2,VENTURE,3500,8,0.09,N,3,0,48485
42164,26,40000,RENT,0,VENTURE,3500,10.74,0.09,N,3,0,48485
30995,21,50000,RENT,5,VENTURE,4000,10.37,0.08,N,4,0,48487
55669,21,50000,MORTGAGE,5,DEBTCONSOLIDATION,4000,10.99,0.08,N,2,0,48487
188,25,40000,RENT,2,EDUCATION,1500,11.86,0.04,N,4,0,48490
6615,30,33000,RENT,1,VENTURE,1000,8.59,0.03,N,7,0,48491
5146,22,45000,RENT,3,VENTURE,1000,5.42,0.02,N,2,0,48493
48234,22,45000,MORTGAGE,6,DEBTCONSOLIDATION,1000,12.73,0.02,N,2,0,48493
37604,22,56664,MORTGAGE,2,VENTURE,13800,10.25,0.26,N,3,0,48505
47992,23,51600,OWN,7,EDUCATION,10800,7.51,0.21,N,3,0,48516
36725,36,31416,RENT,0,EDUCATION,8000,7.49,0.25,N,16,0,48517
28156,28,50400,MORTGAGE,9,EDUCATION,22000,9.91,0.43,N,10,0,48518
48609,44,30000,MORTGAGE,4,MEDICAL,4275,10.99,0.14,N,12,0,48518
45397,26,48000,MORTGAGE,10,DEBTCONSOLIDATION,13850,11.86,0.29,N,3,0,48519
23360,26,45806,RENT,5,EDUCATION,11000,7.51,0.24,N,3,0,48521
28884,21,51000,MORTGAGE,2,EDUCATION,5000,7.14,0.1,N,3,0,48535
37758,31,32496,RENT,2,PERSONAL,1800,13.61,0.06,N,5,0,48556
5420,21,72000,MORTGAGE,5,VENTURE,27000,10.36,0.36,N,2,0,48565
16521,24,53000,OWN,3,VENTURE,15000,11.14,0.28,N,3,0,48571
43083,24,53000,RENT,1,VENTURE,15000,12.21,0.28,N,2,0,48571
43558,24,53000,OWN,1,HOMEIMPROVEMENT,15000,12.18,0.28,N,2,0,48571
56990,24,53000,RENT,5,MEDICAL,15000,13.16,0.28,N,2,0,48571
30809,21,60000,MORTGAGE,5,DEBTCONSOLIDATION,14400,10.62,0.24,N,4,0,48575
28265,22,56000,MORTGAGE,6,EDUCATION,13000,7.88,0.23,N,3,0,48575
53177,30,37200,RENT,1,MEDICAL,7200,6.91,0.19,N,10,0,48575
13622,24,48000,RENT,2,MEDICAL,9000,8,0.19,N,4,0,48577
9073,29,38000,RENT,6,MEDICAL,6500,12.87,0.17,N,6,0,48577
183,28,39000,MORTGAGE,12,DEBTCONSOLIDATION,6000,6.91,0.15,N,8,0,48578
13015,28,39000,MORTGAGE,6,DEBTCONSOLIDATION,6000,10.99,0.15,N,5,0,48578
27643,28,39000,RENT,3,VENTURE,6000,11.49,0.15,N,10,0,48578
19444,21,51996,MORTGAGE,5,EDUCATION,6000,10.62,0.12,N,3,0,48580
30080,26,42000,MORTGAGE,3,EDUCATION,6000,10.65,0.14,N,2,0,48580
41944,26,42000,RENT,2,MEDICAL,6000,6.62,0.14,N,2,0,48580
42943,26,42000,RENT,5,EDUCATION,6000,15.96,0.14,N,4,0,48580
46589,26,42000,MORTGAGE,10,HOMEIMPROVEMENT,6000,5.42,0.14,N,3,0,48580
7053,23,48000,RENT,3,MEDICAL,6600,10.25,0.14,N,4,0,48581
11433,22,50000,MORTGAGE,6,EDUCATION,6400,7.88,0.13,N,4,0,48582
13110,22,50000,MORTGAGE,5,PERSONAL,6400,13.11,0.13,N,4,0,48582
21378,22,50000,RENT,2,EDUCATION,6400,6.99,0.13,N,4,0,48582
30437,22,50000,OWN,6,VENTURE,6400,5.99,0.13,N,4,0,48582
30592,22,50000,MORTGAGE,4,PERSONAL,6400,7.49,0.13,N,3,0,48582
36416,22,50000,RENT,6,PERSONAL,6400,9.88,0.13,N,3,0,48582
31077,29,36000,RENT,7,PERSONAL,3600,10.36,0.1,N,7,0,48583
23534,34,30000,MORTGAGE,0,DEBTCONSOLIDATION,2400,13.57,0.08,Y,7,0,48583
9228,21,52000,RENT,5,EDUCATION,6000,12.61,0.12,Y,4,0,48584
38484,30,34000,RENT,1,DEBTCONSOLIDATION,2400,12.42,0.07,N,10,0,48585
47595,30,34000,RENT,4,MEDICAL,2400,12.42,0.07,N,10,0,48585
12548,22,48000,RENT,2,EDUCATION,4200,10.37,0.09,N,3,0,48586
10705,24,43000,RENT,2,MEDICAL,3000,10.99,0.07,N,4,0,48587
28403,24,43000,MORTGAGE,8,PERSONAL,3000,6.39,0.07,N,3,0,48587
19892,21,62496,RENT,2,EDUCATION,17000,6.91,0.27,N,4,0,48593
35918,43,30000,RENT,6,MEDICAL,3000,7.9,0.1,N,14,0,48594
34096,29,36996,MORTGAGE,2,HOMEIMPROVEMENT,5000,12.61,0.14,Y,6,0,48624
23094,23,50000,MORTGAGE,4,VENTURE,8850,10.14,0.17,N,2,0,48628
41009,29,37000,OWN,7,PERSONAL,5000,6.99,0.14,N,6,0,48629
818,31,37200,RENT,5,MEDICAL,9000,6.17,0.24,N,9,0,48631
52082,21,53000,RENT,5,MEDICAL,7000,13.85,0.13,N,4,0,48632
2860,22,46800,RENT,1,DEBTCONSOLIDATION,2800,7.49,0.06,N,3,0,48668
39566,22,46800,MORTGAGE,0,EDUCATION,2800,9.99,0.06,N,3,0,48668
1742,26,42996,RENT,7,EDUCATION,7200,11.14,0.17,N,2,0,48673
10913,22,57000,RENT,0,EDUCATION,14000,13.85,0.25,Y,3,0,48674
32292,31,33996,RENT,0,EDUCATION,4000,13.79,0.12,Y,10,0,48674
4551,26,44000,MORTGAGE,10,MEDICAL,8500,7.88,0.19,N,4,0,48676
40631,26,44000,MORTGAGE,10,EDUCATION,8500,8.7,0.19,N,3,0,48676
3435,27,42000,RENT,5,VENTURE,8000,10.99,0.19,N,5,0,48676
41230,27,42000,OWN,2,VENTURE,8000,12.21,0.19,N,10,0,48676
47869,27,42000,MORTGAGE,4,HOMEIMPROVEMENT,8000,11.36,0.19,N,10,0,48676
13186,22,53000,RENT,0,EDUCATION,9600,7.51,0.18,N,3,0,48678
35514,23,50000,RENT,4,DEBTCONSOLIDATION,8800,10,0.18,N,2,0,48678
54374,23,50000,OWN,0,VENTURE,8800,13.57,0.17,N,2,0,48678
9739,27,40000,RENT,3,EDUCATION,5300,8.38,0.14,N,6,0,48680
20754,21,54000,RENT,5,EDUCATION,8000,11.83,0.15,N,3,0,48681
22381,21,54000,MORTGAGE,5,VENTURE,8000,10.62,0.15,N,3,0,48681
19954,23,48000,RENT,5,PERSONAL,6500,11.71,0.14,N,4,0,48681
43183,23,48000,OWN,7,VENTURE,6500,7.51,0.14,N,3,0,48681
47152,23,48000,RENT,4,VENTURE,6500,5.42,0.14,N,2,0,48681
29459,28,38000,RENT,13,VENTURE,4500,7.49,0.12,N,8,0,48681
40836,22,50000,MORTGAGE,1,MEDICAL,6300,13.72,0.13,N,4,0,48683
55991,22,49000,MORTGAGE,6,DEBTCONSOLIDATION,5200,9.76,0.1,N,4,0,48684
10376,26,39000,RENT,8,DEBTCONSOLIDATION,2000,11.49,0.05,N,3,0,48688
30931,24,50600,RENT,3,HOMEIMPROVEMENT,12000,13.85,0.24,N,2,0,48694
38606,31,32198,RENT,0,PERSONAL,1200,13.06,0.04,Y,8,0,48696
22697,24,45600,MORTGAGE,5,VENTURE,6000,13.85,0.13,N,4,0,48701
27963,32,31200,MORTGAGE,8,DEBTCONSOLIDATION,1200,11.99,0.04,N,7,0,48709
14355,25,55000,RENT,4,VENTURE,20000,14.72,0.36,Y,3,0,48715
21816,25,55000,MORTGAGE,5,HOMEIMPROVEMENT,20000,5.42,0.36,N,2,0,48715
9238,27,45000,RENT,1,MEDICAL,12000,12.99,0.27,Y,9,0,48720
18708,27,45000,RENT,1,EDUCATION,12000,12.69,0.26,N,7,0,48720
34750,27,45000,RENT,2,MEDICAL,12000,14.72,0.27,Y,7,0,48720
37900,27,45000,MORTGAGE,1,DEBTCONSOLIDATION,12000,11.86,0.27,N,9,0,48720
38855,27,45000,MORTGAGE,5,EDUCATION,12000,13.11,0.27,N,10,0,48720
49946,27,45000,MORTGAGE,11,VENTURE,12000,10,0.26,N,5,0,48720
55637,27,45000,RENT,0,PERSONAL,12000,10.74,0.27,N,5,0,48720
35244,23,55000,MORTGAGE,7,EDUCATION,14500,7.49,0.25,N,3,0,48722
26115,21,54996,MORTGAGE,0,VENTURE,9000,13.85,0.16,Y,3,0,48726
47262,22,55000,RENT,6,MEDICAL,11750,10.99,0.21,N,2,0,48726
50634,25,42996,RENT,6,PERSONAL,5000,10.38,0.12,N,4,0,48727
7861,25,45000,MORTGAGE,4,MEDICAL,7500,13.23,0.17,N,3,0,48728
8244,25,45000,MORTGAGE,4,PERSONAL,7500,12.73,0.17,N,2,0,48728
49726,25,45000,RENT,0,MEDICAL,7500,12.53,0.17,Y,3,0,48728
19750,21,55000,RENT,5,VENTURE,9000,7.14,0.16,N,2,0,48730
52221,21,55000,MORTGAGE,5,VENTURE,9000,5.79,0.16,N,2,0,48730
41586,25,43000,RENT,9,VENTURE,5000,11.46,0.12,N,3,0,48732
41658,25,43000,MORTGAGE,9,PERSONAL,5000,7.9,0.12,N,4,0,48732
4439,23,45000,RENT,0,DEBTCONSOLIDATION,3000,7.49,0.07,N,2,0,48737
6743,23,45000,RENT,2,PERSONAL,3000,13.98,0.07,N,2,0,48737
25264,23,45000,RENT,2,EDUCATION,3000,13.49,0.07,Y,4,0,48737
30329,23,45000,RENT,2,MEDICAL,3000,11.86,0.07,N,4,0,48737
34884,23,45000,RENT,3,PERSONAL,3000,13.61,0.07,N,2,0,48737
50295,23,45000,RENT,0,PERSONAL,3000,6.92,0.07,N,2,0,48737
56089,23,45000,RENT,0,VENTURE,3000,11.11,0.07,N,4,0,48737
56207,29,35000,RENT,0,MEDICAL,2000,10.65,0.06,N,6,0,48737
9696,32,33600,RENT,5,VENTURE,5000,6.91,0.15,N,10,0,48737
17290,36,33000,MORTGAGE,2,EDUCATION,10625,6.03,0.31,N,14,0,48738
26685,28,38400,RENT,2,MEDICAL,5000,10.65,0.13,N,9,0,48740
40515,28,38400,MORTGAGE,3,VENTURE,5000,11.49,0.13,N,9,0,48740
44535,28,38400,RENT,4,MEDICAL,5000,11.49,0.13,N,5,0,48740
8930,28,38272,RENT,6,MEDICAL,4800,9.99,0.13,N,5,0,48761
43444,27,48000,MORTGAGE,11,DEBTCONSOLIDATION,16000,7.49,0.33,N,7,0,48766
39204,26,50000,MORTGAGE,6,MEDICAL,16200,13.99,0.32,Y,2,0,48767
23957,35,32000,RENT,1,MEDICAL,7200,11.99,0.23,N,10,0,48770
21534,28,42000,MORTGAGE,0,HOMEIMPROVEMENT,10000,8.94,0.24,N,9,0,48772
26391,28,42000,RENT,12,EDUCATION,10000,10.65,0.24,N,7,0,48772
29790,28,42000,RENT,5,VENTURE,10000,13.49,0.24,N,9,0,48772
43749,28,42000,RENT,1,MEDICAL,10000,10.36,0.24,N,6,0,48772
53267,28,42000,MORTGAGE,12,EDUCATION,10000,11.99,0.24,N,6,0,48772
56886,28,42000,MORTGAGE,6,PERSONAL,10000,6.62,0.24,N,7,0,48772
36602,26,46000,RENT,6,DEBTCONSOLIDATION,11000,13.79,0.23,N,2,0,48773
38414,32,35000,MORTGAGE,0,PERSONAL,7200,7.29,0.21,N,6,0,48773
26741,22,51996,RENT,6,PERSONAL,8400,13.99,0.16,Y,2,0,48775
38146,24,49000,MORTGAGE,8,DEBTCONSOLIDATION,10000,12.61,0.2,N,3,0,48776
15789,22,52000,RENT,6,EDUCATION,8400,10.74,0.16,N,3,0,48780
47240,22,56004,RENT,0,EDUCATION,12800,9.45,0.23,N,3,0,48780
48101,22,50000,MORTGAGE,3,PERSONAL,6200,7.14,0.12,N,3,0,48783
21241,24,45000,RENT,2,EDUCATION,5200,8.9,0.11,N,4,0,48783
7063,24,44000,MORTGAGE,4,VENTURE,4000,7.49,0.09,N,2,0,48785
20948,24,44000,MORTGAGE,0,EDUCATION,4000,7.14,0.09,N,4,0,48785
34616,26,40000,OWN,10,VENTURE,3200,7.88,0.08,N,4,0,48785
20427,28,37000,RENT,2,DEBTCONSOLIDATION,3000,6.99,0.08,N,10,0,48785
25303,28,37000,MORTGAGE,1,VENTURE,3000,7.14,0.08,N,5,0,48785
47110,28,37000,RENT,2,EDUCATION,3000,10.62,0.08,N,9,0,48785
5043,22,48000,RENT,7,EDUCATION,4000,13.98,0.08,Y,2,0,48786
6637,22,48000,MORTGAGE,6,EDUCATION,4000,5.79,0.08,N,4,0,48786
7220,22,48000,RENT,5,MEDICAL,4000,9.99,0.08,N,3,0,48786
25144,22,48000,MORTGAGE,3,EDUCATION,4000,6.92,0.08,N,3,0,48786
37258,22,48000,RENT,0,PERSONAL,4000,7.43,0.08,N,3,0,48786
40797,22,48000,RENT,6,EDUCATION,4000,7.75,0.08,N,4,0,48786
44312,22,48000,RENT,6,PERSONAL,4000,7.88,0.08,N,2,0,48786
51641,22,48000,MORTGAGE,0,MEDICAL,4000,7.14,0.08,N,2,0,48786
52800,22,48000,MORTGAGE,6,EDUCATION,4000,5.99,0.08,N,3,0,48786
53121,22,48000,RENT,3,MEDICAL,4000,13.35,0.08,N,2,0,48786
23909,27,38004,MORTGAGE,5,EDUCATION,2500,12.18,0.06,N,6,0,48792
44354,56,35000,MORTGAGE,12,PERSONAL,10000,11.49,0.29,N,21,0,48796
32273,24,50700,RENT,5,EDUCATION,12000,12.42,0.24,N,2,0,48814
4135,33,36276,MORTGAGE,3,VENTURE,11000,9.99,0.3,N,7,0,48821
28152,22,47580,MORTGAGE,7,DEBTCONSOLIDATION,3500,10.65,0.07,N,2,0,48825
28646,23,57700,RENT,2,DEBTCONSOLIDATION,17500,9.25,0.3,N,3,0,48825
